bigram,frequency,probability,language
sú,12,1.9e-07,en
iö,12,1.9e-07,en
yö,12,1.9e-07,en
ał,12,1.9e-07,en
zü,12,1.9e-07,en
úa,12,1.9e-07,en
èg,12,1.9e-07,en
âg,12,1.9e-07,en
pâ,12,1.9e-07,en
âf,12,1.9e-07,en
uñ,12,1.9e-07,en
īl,12,1.9e-07,en
iệ,12,1.9e-07,en
çã,12,1.9e-07,en
tė,12,1.9e-07,en
bø,12,1.9e-07,en
oß,11,1.8e-07,en
nã,11,1.8e-07,en
eč,11,1.8e-07,en
še,11,1.8e-07,en
íb,11,1.8e-07,en
ób,11,1.8e-07,en
áf,11,1.8e-07,en
på,11,1.8e-07,en
nº,11,1.8e-07,en
pö,11,1.8e-07,en
uß,11,1.8e-07,en
cô,11,1.8e-07,en
ţi,11,1.8e-07,en
iﬁ,11,1.8e-07,en
ài,11,1.8e-07,en
àc,11,1.8e-07,en
èc,11,1.8e-07,en
nđ,11,1.8e-07,en
dî,11,1.8e-07,en
jø,11,1.8e-07,en
nö,11,1.8e-07,en
öp,11,1.8e-07,en
ōt,11,1.8e-07,en
gá,11,1.8e-07,en
ōn,11,1.8e-07,en
ië,11,1.8e-07,en
ėd,11,1.8e-07,en
ýv,11,1.8e-07,en
šk,10,1.6e-07,en
íh,10,1.6e-07,en
ến,10,1.6e-07,en
äd,10,1.6e-07,en
rā,10,1.6e-07,en
ši,10,1.6e-07,en
iâ,10,1.6e-07,en
êm,10,1.6e-07,en
fè,10,1.6e-07,en
të,10,1.6e-07,en
äm,10,1.6e-07,en
oñ,10,1.6e-07,en
áy,10,1.6e-07,en
ào,10,1.6e-07,en
øm,10,1.6e-07,en
iê,10,1.6e-07,en
yé,10,1.6e-07,en
ệt,10,1.6e-07,en
dè,10,1.6e-07,en
hó,10,1.6e-07,en
sł,10,1.6e-07,en
ôn,10,1.6e-07,en
éq,10,1.6e-07,en
ńs,10,1.6e-07,en
rô,10,1.6e-07,en
ïm,10,1.6e-07,en
yế,10,1.6e-07,en
šp,10,1.6e-07,en
ît,9,1.5e-07,en
ív,9,1.5e-07,en
už,9,1.5e-07,en
íi,9,1.5e-07,en
nš,9,1.5e-07,en
ää,9,1.5e-07,en
áb,9,1.5e-07,en
sš,9,1.5e-07,en
tă,9,1.5e-07,en
mâ,9,1.5e-07,en
tđ,9,1.5e-07,en
jü,9,1.5e-07,en
óz,9,1.5e-07,en
củ,9,1.5e-07,en
ủa,9,1.5e-07,en
ię,9,1.5e-07,en
św,9,1.5e-07,en
àp,9,1.5e-07,en
kó,9,1.5e-07,en
fà,9,1.5e-07,en
iể,9,1.5e-07,en
ìn,9,1.5e-07,en
đi,9,1.5e-07,en
ås,9,1.5e-07,en
kç,9,1.5e-07,en
tê,9,1.5e-07,en
oš,9,1.5e-07,en
lò,9,1.5e-07,en
ök,9,1.5e-07,en
gî,9,1.5e-07,en
äk,9,1.5e-07,en
bá,9,1.5e-07,en
ær,9,1.5e-07,en
fù,9,1.5e-07,en
ùr,9,1.5e-07,en
cè,9,1.5e-07,en
hơ,9,1.5e-07,en
ạn,8,1.3e-07,en
aß,8,1.3e-07,en
âe,8,1.3e-07,en
ži,8,1.3e-07,en
lﬁ,8,1.3e-07,en
üe,8,1.3e-07,en
fº,8,1.3e-07,en
úc,8,1.3e-07,en
nè,8,1.3e-07,en
tã,8,1.3e-07,en
mê,8,1.3e-07,en
ćs,8,1.3e-07,en
ﬁe,8,1.3e-07,en
gè,8,1.3e-07,en
lă,8,1.3e-07,en
ﬁc,8,1.3e-07,en
eí,8,1.3e-07,en
oč,8,1.3e-07,en
lı,8,1.3e-07,en
âq,8,1.3e-07,en
qâ,8,1.3e-07,en
ík,8,1.3e-07,en
rç,8,1.3e-07,en
üm,8,1.3e-07,en
và,8,1.3e-07,en
hā,8,1.3e-07,en
hō,8,1.3e-07,en
gå,8,1.3e-07,en
èv,8,1.3e-07,en
ók,8,1.3e-07,en
uè,8,1.3e-07,en
øl,8,1.3e-07,en
ïa,8,1.3e-07,en
ït,8,1.3e-07,en
nò,8,1.3e-07,en
nú,8,1.3e-07,en
øy,8,1.3e-07,en
æd,8,1.3e-07,en
dē,8,1.3e-07,en
èt,8,1.3e-07,en
eï,8,1.3e-07,en
gí,8,1.3e-07,en
pė,8,1.3e-07,en
öa,8,1.3e-07,en
ại,8,1.3e-07,en
ơi,8,1.3e-07,en
uý,8,1.3e-07,en
vị,8,1.3e-07,en
pɪ,8,1.3e-07,en
oł,7,1.2e-07,en
až,7,1.2e-07,en
áh,7,1.2e-07,en
pí,7,1.2e-07,en
rč,7,1.2e-07,en
bí,7,1.2e-07,en
ßb,7,1.2e-07,en
bä,7,1.2e-07,en
äf,7,1.2e-07,en
fâ,7,1.2e-07,en
uā,7,1.2e-07,en
vö,7,1.2e-07,en
eä,7,1.2e-07,en
hè,7,1.2e-07,en
ĉi,7,1.2e-07,en
oº,7,1.2e-07,en
eﬁ,7,1.2e-07,en
äb,7,1.2e-07,en
âl,7,1.2e-07,en
nţ,7,1.2e-07,en
ăr,7,1.2e-07,en
eş,7,1.2e-07,en
uá,7,1.2e-07,en
áe,7,1.2e-07,en
tº,7,1.2e-07,en
âd,7,1.2e-07,en
âo,7,1.2e-07,en
ča,7,1.2e-07,en
để,7,1.2e-07,en
dö,7,1.2e-07,en
àm,7,1.2e-07,en
âp,7,1.2e-07,en
kō,7,1.2e-07,en
ūt,7,1.2e-07,en
wé,7,1.2e-07,en
ēn,7,1.2e-07,en
yś,7,1.2e-07,en
śl,7,1.2e-07,en
kå,7,1.2e-07,en
ɪt,7,1.2e-07,en
łó,7,1.2e-07,en
dź,7,1.2e-07,en
ōm,7,1.2e-07,en
ře,7,1.2e-07,en
pæ,7,1.2e-07,en
īt,7,1.2e-07,en
áp,7,1.2e-07,en
õe,7,1.2e-07,en
dı,7,1.2e-07,en
âb,7,1.2e-07,en
tô,7,1.2e-07,en
rų,7,1.2e-07,en
ųe,7,1.2e-07,en
øg,7,1.2e-07,en
ćt,7,1.2e-07,en
àà,7,1.2e-07,en
ōi,7,1.2e-07,en
ãƒ,7,1.2e-07,en
põ,7,1.2e-07,en
õl,7,1.2e-07,en
cœ,7,1.2e-07,en
œu,7,1.2e-07,en
øt,7,1.2e-07,en
ểm,7,1.2e-07,en
éš,7,1.2e-07,en
já,6,1e-07,en
ąc,6,1e-07,en
bê,6,1e-07,en
ně,6,1e-07,en
tě,6,1e-07,en
zé,6,1e-07,en
ký,6,1e-07,en
ām,6,1e-07,en
að,6,1e-07,en
ās,6,1e-07,en
èl,6,1e-07,en
eö,6,1e-07,en
ák,6,1e-07,en
fó,6,1e-07,en
eś,6,1e-07,en
să,6,1e-07,en
ñi,6,1e-07,en
ới,6,1e-07,en
ơn,6,1e-07,en
ày,6,1e-07,en
iế,6,1e-07,en
ﬂo,6,1e-07,en
kš,6,1e-07,en
íz,6,1e-07,en
hể,6,1e-07,en
tø,6,1e-07,en
mộ,6,1e-07,en
ột,6,1e-07,en
hữ,6,1e-07,en
ữn,6,1e-07,en
nō,6,1e-07,en
ōk,6,1e-07,en
āw,6,1e-07,en
pā,6,1e-07,en
åk,6,1e-07,en
úr,6,1e-07,en
że,6,1e-07,en
úp,6,1e-07,en
íf,6,1e-07,en
âj,6,1e-07,en
uê,6,1e-07,en
uà,6,1e-07,en
fí,6,1e-07,en
oí,6,1e-07,en
ãs,6,1e-07,en
ōs,6,1e-07,en
èq,6,1e-07,en
éy,6,1e-07,en
dê,6,1e-07,en
ɑs,6,1e-07,en
ës,6,1e-07,en
sß,6,1e-07,en
tı,6,1e-07,en
đư,6,1e-07,en
ođ,6,1e-07,en
ês,6,1e-07,en
ọn,6,1e-07,en
hế,6,1e-07,en
bị,6,1e-07,en
ﬁs,6,1e-07,en
cº,5,9e-08,en
jí,5,9e-08,en
že,5,9e-08,en
öv,5,9e-08,en
iß,5,9e-08,en
åd,5,9e-08,en
tā,5,9e-08,en
oﬀ,5,9e-08,en
êp,5,9e-08,en
dä,5,9e-08,en
ði,5,9e-08,en
ïf,5,9e-08,en
aŭ,5,9e-08,en
ćw,5,9e-08,en
xé,5,9e-08,en
şi,5,9e-08,en
ră,5,9e-08,en
şt,5,9e-08,en
næ,5,9e-08,en
gà,5,9e-08,en
wâ,5,9e-08,en
ãr,5,9e-08,en
ār,5,9e-08,en
mè,5,9e-08,en
ød,5,9e-08,en
sæ,5,9e-08,en
æt,5,9e-08,en
åa,5,9e-08,en
ần,5,9e-08,en
tū,5,9e-08,en
ïl,5,9e-08,en
äv,5,9e-08,en
óe,5,9e-08,en
âë,5,9e-08,en
ęp,5,9e-08,en
óx,5,9e-08,en
jú,5,9e-08,en
úb,5,9e-08,en
øk,5,9e-08,en
ñí,5,9e-08,en
uł,5,9e-08,en
eż,5,9e-08,en
ża,5,9e-08,en
øs,5,9e-08,en
oû,5,9e-08,en
ût,5,9e-08,en
bæ,5,9e-08,en
ək,5,9e-08,en
ər,5,9e-08,en
oś,5,9e-08,en
ją,5,9e-08,en
rå,5,9e-08,en
eº,5,9e-08,en
äa,5,9e-08,en
çõ,5,9e-08,en
óv,5,9e-08,en
ßl,5,9e-08,en
œw,5,9e-08,en
ɛl,5,9e-08,en
iū,5,9e-08,en
ūr,5,9e-08,en
ės,5,9e-08,en
šv,5,9e-08,en
ža,5,9e-08,en
iń,5,9e-08,en
nå,5,9e-08,en
vè,5,9e-08,en
dà,5,9e-08,en
ản,5,9e-08,en
ườ,5,9e-08,en
àu,5,9e-08,en
dō,5,9e-08,en
nă,5,9e-08,en
eø,5,9e-08,en
ët,5,9e-08,en
đạ,5,9e-08,en
hɒ,5,9e-08,en
ɒs,5,9e-08,en
oạ,4,7e-08,en
iç,4,7e-08,en
aî,4,7e-08,en
xâ,4,7e-08,en
dů,4,7e-08,en
žn,4,7e-08,en
vý,4,7e-08,en
ýk,4,7e-08,en
hå,4,7e-08,en
då,4,7e-08,en
ﬀe,4,7e-08,en
üp,4,7e-08,en
öy,4,7e-08,en
éz,4,7e-08,en
ło,4,7e-08,en
ﬁn,4,7e-08,en
sč,4,7e-08,en
čd,4,7e-08,en
oĉ,4,7e-08,en
ïe,4,7e-08,en
eã,4,7e-08,en
cú,4,7e-08,en
ñó,4,7e-08,en
ţa,4,7e-08,en
ăc,4,7e-08,en
că,4,7e-08,en
ăp,4,7e-08,en
ăd,4,7e-08,en
ºd,4,7e-08,en
pã,4,7e-08,en
vớ,4,7e-08,en
ﬁr,4,7e-08,en
eß,4,7e-08,en
kâ,4,7e-08,en
kā,4,7e-08,en
sç,4,7e-08,en
às,4,7e-08,en
số,4,7e-08,en
đă,4,7e-08,en
ăn,4,7e-08,en
iề,4,7e-08,en
bạ,4,7e-08,en
hɑ,4,7e-08,en
ły,4,7e-08,en
àr,4,7e-08,en
yō,4,7e-08,en
uš,4,7e-08,en
ći,4,7e-08,en
bú,4,7e-08,en
àf,4,7e-08,en
ụn,4,7e-08,en
hầ,4,7e-08,en
ịc,4,7e-08,en
sè,4,7e-08,en
ōu,4,7e-08,en
tō,4,7e-08,en
ōh,4,7e-08,en
tå,4,7e-08,en
nộ,4,7e-08,en
ội,4,7e-08,en
så,4,7e-08,en
óa,4,7e-08,en
gú,4,7e-08,en
îl,4,7e-08,en
ać,4,7e-08,en
ća,4,7e-08,en
øp,4,7e-08,en
lø,4,7e-08,en
cà,4,7e-08,en
ùa,4,7e-08,en
òs,4,7e-08,en
jà,4,7e-08,en
rō,4,7e-08,en
iş,4,7e-08,en
oř,4,7e-08,en
gš,4,7e-08,en
tš,4,7e-08,en
šč,4,7e-08,en
ść,4,7e-08,en
aº,4,7e-08,en
şs,4,7e-08,en
tʃ,4,7e-08,en
üa,4,7e-08,en
üi,4,7e-08,en
ın,4,7e-08,en
yč,4,7e-08,en
vê,4,7e-08,en
œr,4,7e-08,en
dã,4,7e-08,en
pú,4,7e-08,en
ék,4,7e-08,en
úd,4,7e-08,en
áu,4,7e-08,en
ɪd,4,7e-08,en
ɪl,4,7e-08,en
rė,4,7e-08,en
ėm,4,7e-08,en
hǔ,4,7e-08,en
śc,4,7e-08,en
öw,4,7e-08,en
dš,4,7e-08,en
dì,4,7e-08,en
çà,4,7e-08,en
ṇḍ,4,7e-08,en
iù,4,7e-08,en
ïd,4,7e-08,en
ēi,4,7e-08,en
nô,4,7e-08,en
āl,4,7e-08,en
iż,4,7e-08,en
ờn,4,7e-08,en
ạc,4,7e-08,en
mđ,4,7e-08,en
øc,4,7e-08,en
iž,4,7e-08,en
hê,4,7e-08,en
øn,4,7e-08,en
óu,4,7e-08,en
nê,4,7e-08,en
äe,4,7e-08,en
ºa,4,7e-08,en
äx,4,7e-08,en
tæ,4,7e-08,en
ćh,4,7e-08,en
cī,4,7e-08,en
gō,4,7e-08,en
rɪ,4,7e-08,en
ɪk,4,7e-08,en
mý,4,7e-08,en
uç,4,7e-08,en
xï,4,7e-08,en
ðÿ,4,7e-08,en
ƒã,4,7e-08,en
hī,4,7e-08,en
ăl,4,7e-08,en
bā,4,7e-08,en
hư,4,7e-08,en
sɛ,4,7e-08,en
ɪs,4,7e-08,en
iã,4,7e-08,en
tɒ,4,7e-08,en
wí,4,7e-08,en
rž,3,6e-08,en
lý,3,6e-08,en
ýp,3,6e-08,en
áč,3,6e-08,en
ěi,3,6e-08,en
ož,3,6e-08,en
dč,3,6e-08,en
ãa,3,6e-08,en
ºn,3,6e-08,en
ðr,3,6e-08,en
æl,3,6e-08,en
sñ,3,6e-08,en
cł,3,6e-08,en
tő,3,6e-08,en
ős,3,6e-08,en
žu,3,6e-08,en
eﬂ,3,6e-08,en
ﬂe,3,6e-08,en
ćd,3,6e-08,en
œs,3,6e-08,en
lì,3,6e-08,en
tî,3,6e-08,en
iţ,3,6e-08,en
ăs,3,6e-08,en
ăa,3,6e-08,en
rî,3,6e-08,en
ăe,3,6e-08,en
aţ,3,6e-08,en
ăm,3,6e-08,en
câ,3,6e-08,en
mă,3,6e-08,en
nî,3,6e-08,en
ﬁl,3,6e-08,en
îa,3,6e-08,en
ãn,3,6e-08,en
ık,3,6e-08,en
ốt,3,6e-08,en
úk,3,6e-08,en
yü,3,6e-08,en
ač,3,6e-08,en
lô,3,6e-08,en
hậ,3,6e-08,en
ập,3,6e-08,en
oç,3,6e-08,en
iś,3,6e-08,en
lù,3,6e-08,en
àh,3,6e-08,en
kø,3,6e-08,en
ój,3,6e-08,en
hº,3,6e-08,en
vå,3,6e-08,en
uế,3,6e-08,en
àj,3,6e-08,en
nế,3,6e-08,en
ếu,3,6e-08,en
tỉ,3,6e-08,en
út,3,6e-08,en
aā,3,6e-08,en
iō,3,6e-08,en
āi,3,6e-08,en
hē,3,6e-08,en
âţ,3,6e-08,en
ţâ,3,6e-08,en
fã,3,6e-08,en
oğ,3,6e-08,en
çu,3,6e-08,en
ñu,3,6e-08,en
æf,3,6e-08,en
ål,3,6e-08,en
nï,3,6e-08,en
pó,3,6e-08,en
òn,3,6e-08,en
òa,3,6e-08,en
éà,3,6e-08,en
sû,3,6e-08,en
ûr,3,6e-08,en
lā,3,6e-08,en
lš,3,6e-08,en
eå,3,6e-08,en
yż,3,6e-08,en
żs,3,6e-08,en
dº,3,6e-08,en
ºt,3,6e-08,en
îc,3,6e-08,en
óh,3,6e-08,en
ßt,3,6e-08,en
sı,3,6e-08,en
ıt,3,6e-08,en
iğ,3,6e-08,en
üv,3,6e-08,en
ôd,3,6e-08,en
pə,3,6e-08,en
ër,3,6e-08,en
şa,3,6e-08,en
şo,3,6e-08,en
nø,3,6e-08,en
êd,3,6e-08,en
aá,3,6e-08,en
œt,3,6e-08,en
aä,3,6e-08,en
ëc,3,6e-08,en
âu,3,6e-08,en
úm,3,6e-08,en
úg,3,6e-08,en
œn,3,6e-08,en
cê,3,6e-08,en
eɪ,3,6e-08,en
lė,3,6e-08,en
ųr,3,6e-08,en
mǎ,3,6e-08,en
ęn,3,6e-08,en
uč,3,6e-08,en
ßi,3,6e-08,en
ìm,3,6e-08,en
çi,3,6e-08,en
jé,3,6e-08,en
uș,3,6e-08,en
rº,3,6e-08,en
dł,3,6e-08,en
lī,3,6e-08,en
ăz,3,6e-08,en
ți,3,6e-08,en
ïw,3,6e-08,en
ïb,3,6e-08,en
ôi,3,6e-08,en
ōa,3,6e-08,en
eﬃ,3,6e-08,en
ﬃc,3,6e-08,en
cã,3,6e-08,en
ąg,3,6e-08,en
āṇ,3,6e-08,en
čn,3,6e-08,en
vč,3,6e-08,en
šť,3,6e-08,en
čí,3,6e-08,en
fč,3,6e-08,en
àg,3,6e-08,en
bì,3,6e-08,en
hớ,3,6e-08,en
ôl,3,6e-08,en
nù,3,6e-08,en
ﬁx,3,6e-08,en
dø,3,6e-08,en
øa,3,6e-08,en
õg,3,6e-08,en
łu,3,6e-08,en
yń,3,6e-08,en
oà,3,6e-08,en
oï,3,6e-08,en
ǝɯ,3,6e-08,en
ɯe,3,6e-08,en
äw,3,6e-08,en
ßa,3,6e-08,en
ăv,3,6e-08,en
eð,3,6e-08,en
ðv,3,6e-08,en
bă,3,6e-08,en
īn,3,6e-08,en
uó,3,6e-08,en
wū,3,6e-08,en
bả,3,6e-08,en
xí,3,6e-08,en
oʊ,3,6e-08,en
tə,3,6e-08,en
aɪ,3,6e-08,en
eë,3,6e-08,en
íð,3,6e-08,en
ır,3,6e-08,en
ßv,3,6e-08,en
ău,3,6e-08,en
ây,3,6e-08,en
ức,3,6e-08,en
rọ,3,6e-08,en
lạ,3,6e-08,en
ịđ,3,6e-08,en
ɒt,3,6e-08,en
də,3,6e-08,en
íu,3,6e-08,en
żo,3,6e-08,en
łn,3,6e-08,en
ßp,2,4e-08,en
ßm,2,4e-08,en
łą,2,4e-08,en
gº,2,4e-08,en
öß,2,4e-08,en
ěb,2,4e-08,en
eľ,2,4e-08,en
íš,2,4e-08,en
hř,2,4e-08,en
ři,2,4e-08,en
yš,2,4e-08,en
mô,2,4e-08,en
iü,2,4e-08,en
ßh,2,4e-08,en
åp,2,4e-08,en
ºe,2,4e-08,en
bū,2,4e-08,en
dæ,2,4e-08,en
òi,2,4e-08,en
oü,2,4e-08,en
yð,2,4e-08,en
sð,2,4e-08,en
ðe,2,4e-08,en
ðp,2,4e-08,en
ñw,2,4e-08,en
ŭe,2,4e-08,en
ŭt,2,4e-08,en
ąd,2,4e-08,en
œp,2,4e-08,en
wó,2,4e-08,en
ﬁt,2,4e-08,en
lñ,2,4e-08,en
ïh,2,4e-08,en
će,2,4e-08,en
ćp,2,4e-08,en
sﬁ,2,4e-08,en
ìp,2,4e-08,en
ﬀt,2,4e-08,en
üf,2,4e-08,en
ţe,2,4e-08,en
zâ,2,4e-08,en
uţ,2,4e-08,en
ză,2,4e-08,en
eî,2,4e-08,en
cţ,2,4e-08,en
ôp,2,4e-08,en
dﬁ,2,4e-08,en
íq,2,4e-08,en
ëe,2,4e-08,en
tñ,2,4e-08,en
bã,2,4e-08,en
ãi,2,4e-08,en
ůl,2,4e-08,en
ež,2,4e-08,en
èa,2,4e-08,en
çm,2,4e-08,en
iđ,2,4e-08,en
đơ,2,4e-08,en
ếp,2,4e-08,en
sº,2,4e-08,en
âk,2,4e-08,en
şk,2,4e-08,en
íñ,2,4e-08,en
yã,2,4e-08,en
ëa,2,4e-08,en
võ,2,4e-08,en
ıp,2,4e-08,en
ểđ,2,4e-08,en
đặ,2,4e-08,en
ện,2,4e-08,en
nạ,2,4e-08,en
ền,2,4e-08,en
eƭ,2,4e-08,en
ƭh,2,4e-08,en
ęk,2,4e-08,en
nę,2,4e-08,en
ùn,2,4e-08,en
òm,2,4e-08,en
ōg,2,4e-08,en
bó,2,4e-08,en
ęc,2,4e-08,en
ºs,2,4e-08,en
ćz,2,4e-08,en
čk,2,4e-08,en
åg,2,4e-08,en
fê,2,4e-08,en
bò,2,4e-08,en
òh,2,4e-08,en
òw,2,4e-08,en
pè,2,4e-08,en
vụ,2,4e-08,en
cầ,2,4e-08,en
ầu,2,4e-08,en
dị,2,4e-08,en
sử,2,4e-08,en
ỉt,2,4e-08,en
mạ,2,4e-08,en
ōp,2,4e-08,en
āh,2,4e-08,en
mō,2,4e-08,en
ōr,2,4e-08,en
āa,2,4e-08,en
pō,2,4e-08,en
ōw,2,4e-08,en
íw,2,4e-08,en
yễ,2,4e-08,en
ễn,2,4e-08,en
hđ,2,4e-08,en
šs,2,4e-08,en
oö,2,4e-08,en
oå,2,4e-08,en
hî,2,4e-08,en
îs,2,4e-08,en
ġe,2,4e-08,en
ğl,2,4e-08,en
ùh,2,4e-08,en
òz,2,4e-08,en
hø,2,4e-08,en
jô,2,4e-08,en
ôf,2,4e-08,en
hì,2,4e-08,en
mɪ,2,4e-08,en
lŏ,2,4e-08,en
ŏt,2,4e-08,en
uü,2,4e-08,en
ïp,2,4e-08,en
òt,2,4e-08,en
nł,2,4e-08,en
êl,2,4e-08,en
şh,2,4e-08,en
yó,2,4e-08,en
fø,2,4e-08,en
læ,2,4e-08,en
où,2,4e-08,en
kē,2,4e-08,en
ēv,2,4e-08,en
və,2,4e-08,en
ół,2,4e-08,en
rù,2,4e-08,en
æv,2,4e-08,en
pē,2,4e-08,en
tç,2,4e-08,en
şn,2,4e-08,en
sò,2,4e-08,en
aü,2,4e-08,en
aã,2,4e-08,en
ïn,2,4e-08,en
ıl,2,4e-08,en
ım,2,4e-08,en
öi,2,4e-08,en
eú,2,4e-08,en
łk,2,4e-08,en
íe,2,4e-08,en
œi,2,4e-08,en
yû,2,4e-08,en
úñ,2,4e-08,en
uä,2,4e-08,en
lú,2,4e-08,en
èi,2,4e-08,en
œo,2,4e-08,en
ãc,2,4e-08,en
ėb,2,4e-08,en
nė,2,4e-08,en
šn,2,4e-08,en
kė,2,4e-08,en
žb,2,4e-08,en
ėj,2,4e-08,en
ąr,2,4e-08,en
ėt,2,4e-08,en
dą,2,4e-08,en
kų,2,4e-08,en
mã,2,4e-08,en
aś,2,4e-08,en
ɪɡ,2,4e-08,en
œd,2,4e-08,en
îm,2,4e-08,en
kû,2,4e-08,en
ûn,2,4e-08,en
đu,2,4e-08,en
úe,2,4e-08,en
úh,2,4e-08,en
ﬂu,2,4e-08,en
nﬁ,2,4e-08,en
èe,2,4e-08,en
ùi,2,4e-08,en
gê,2,4e-08,en
sõ,2,4e-08,en
yà,2,4e-08,en
ån,2,4e-08,en
yú,2,4e-08,en
éá,2,4e-08,en
që,2,4e-08,en
dë,2,4e-08,en
ëk,2,4e-08,en
ºw,2,4e-08,en
vó,2,4e-08,en
sē,2,4e-08,en
īd,2,4e-08,en
ēs,2,4e-08,en
yä,2,4e-08,en
ïi,2,4e-08,en
ēw,2,4e-08,en
ôh,2,4e-08,en
zę,2,4e-08,en
ęs,2,4e-08,en
zō,2,4e-08,en
eﬀ,2,4e-08,en
iﬀ,2,4e-08,en
ﬀo,2,4e-08,en
lō,2,4e-08,en
tē,2,4e-08,en
ćj,2,4e-08,en
rß,2,4e-08,en
ḍa,2,4e-08,en
sā,2,4e-08,en
și,2,4e-08,en
aș,2,4e-08,en
èd,2,4e-08,en
ýc,2,4e-08,en
př,2,4e-08,en
íč,2,4e-08,en
tř,2,4e-08,en
ıc,2,4e-08,en
œf,2,4e-08,en
uả,2,4e-08,en
rạ,2,4e-08,en
đồ,2,4e-08,en
ồn,2,4e-08,en
gọ,2,4e-08,en
ọc,2,4e-08,en
są,2,4e-08,en
wś,2,4e-08,en
uë,2,4e-08,en
ýr,2,4e-08,en
öö,2,4e-08,en
źw,2,4e-08,en
yø,2,4e-08,en
mƒ,2,4e-08,en
ƒs,2,4e-08,en
uż,2,4e-08,en
ıf,2,4e-08,en
tǝ,2,4e-08,en
mọ,2,4e-08,en
äj,2,4e-08,en
rī,2,4e-08,en
īg,2,4e-08,en
bɑ,2,4e-08,en
æs,2,4e-08,en
lã,2,4e-08,en
hã,2,4e-08,en
ãu,2,4e-08,en
ił,2,4e-08,en
àe,2,4e-08,en
ćn,2,4e-08,en
äö,2,4e-08,en
öü,2,4e-08,en
dß,2,4e-08,en
lē,2,4e-08,en
hç,2,4e-08,en
ʀw,2,4e-08,en
pđ,2,4e-08,en
ểx,2,4e-08,en
ùg,2,4e-08,en
íx,2,4e-08,en
ǔy,2,4e-08,en
øe,2,4e-08,en
đà,2,4e-08,en
đm,2,4e-08,en
ań,2,4e-08,en
łs,2,4e-08,en
ảo,2,4e-08,en
ôs,2,4e-08,en
eô,2,4e-08,en
tę,2,4e-08,en
ãb,2,4e-08,en
ða,2,4e-08,en
úð,2,4e-08,en
ðs,2,4e-08,en
úf,2,4e-08,en
þi,2,4e-08,en
tï,2,4e-08,en
rï,2,4e-08,en
øu,2,4e-08,en
pô,2,4e-08,en
ÿð,2,4e-08,en
ÿc,2,4e-08,en
rÿ,2,4e-08,en
ťa,2,4e-08,en
jõ,2,4e-08,en
gư,2,4e-08,en
ạo,2,4e-08,en
üz,2,4e-08,en
rû,2,4e-08,en
ûl,2,4e-08,en
ëv,2,4e-08,en
kã,2,4e-08,en
àq,2,4e-08,en
zà,2,4e-08,en
aļ,2,4e-08,en
ļj,2,4e-08,en
jæ,2,4e-08,en
äo,2,4e-08,en
dç,2,4e-08,en
īb,2,4e-08,en
āb,2,4e-08,en
īj,2,4e-08,en
ượ,2,4e-08,en
ợc,2,4e-08,en
ểc,2,4e-08,en
ươ,2,4e-08,en
mì,2,4e-08,en
ịn,2,4e-08,en
họ,2,4e-08,en
cũ,2,4e-08,en
độ,2,4e-08,en
ều,2,4e-08,en
ịb,2,4e-08,en
đụ,2,4e-08,en
ểb,2,4e-08,en
sứ,2,4e-08,en
sắ,2,4e-08,en
ắn,2,4e-08,en
gô,2,4e-08,en
sì,2,4e-08,en
öz,2,4e-08,en
kə,2,4e-08,en
ǎo,2,4e-08,en
ɛs,2,4e-08,en
ºi,2,4e-08,en
yº,2,4e-08,en
ºb,2,4e-08,en
kʀ,2,4e-08,en
ʀi,2,4e-08,en
rɾ,2,4e-08,en
əl,2,4e-08,en
ɒd,2,4e-08,en
rɒ,2,4e-08,en
cż,2,4e-08,en
oﬁ,2,4e-08,en
ęt,2,4e-08,en
åt,2,4e-08,en
mà,2,4e-08,en
uï,2,4e-08,en
øh,2,4e-08,en
ãk,2,4e-08,en
ñé,1,3e-08,en
ěš,1,3e-08,en
ův,1,3e-08,en
ůp,1,3e-08,en
ľm,1,3e-08,en
iď,1,3e-08,en
ďn,1,3e-08,en
yž,1,3e-08,en
žv,1,3e-08,en
mě,1,3e-08,en
ěs,1,3e-08,en
žd,1,3e-08,en
dý,1,3e-08,en
dě,1,3e-08,en
ěc,1,3e-08,en
ěh,1,3e-08,en
ýh,1,3e-08,en
šš,1,3e-08,en
bế,1,3e-08,en
ôr,1,3e-08,en
šl,1,3e-08,en
ūi,1,3e-08,en
ßz,1,3e-08,en
eò,1,3e-08,en
ßc,1,3e-08,en
hð,1,3e-08,en
ðc,1,3e-08,en
ðb,1,3e-08,en
dñ,1,3e-08,en
ñc,1,3e-08,en
čc,1,3e-08,en
jŝ,1,3e-08,en
ŝa,1,3e-08,en
aĉ,1,3e-08,en
rĉ,1,3e-08,en
jĉ,1,3e-08,en
iĝ,1,3e-08,en
ĝa,1,3e-08,en
ŭm,1,3e-08,en
lŝ,1,3e-08,en
ŝu,1,3e-08,en
bł,1,3e-08,en
łj,1,3e-08,en
vė,1,3e-08,en
ėi,1,3e-08,en
ﬁg,1,3e-08,en
mﬁ,1,3e-08,en
ñb,1,3e-08,en
èb,1,3e-08,en
śa,1,3e-08,en
ëd,1,3e-08,en
sţ,1,3e-08,en
sş,1,3e-08,en
pă,1,3e-08,en
ăb,1,3e-08,en
æb,1,3e-08,en
yí,1,3e-08,en
oì,1,3e-08,en
sî,1,3e-08,en
